Position,Track Name,Artist,Streams,Week,Month,Year,Artist Followers,Artist Genre,Artist Popularity,Track Popularity,Track Duration (ms),Album Name,Album Total Tracks,Album Released Date,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
11,Lucid Dreams,Juice WRLD,5581465,1,January,2019,39685416.0,electropop,94.0,78.0,180952.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.462,0.678,0.533,0.219,4.0,0.139,-10.485,1.0,0.186,150.455,4.0,0.323
12,a lot,21 Savage,5561290,1,January,2019,5500251.0,melodic rap,88.0,79.0,189486.0,Hoodie SZN,20.0,2018-12-21,0.0153,0.581,0.662,0.0,9.0,0.111,-5.239,1.0,0.303,93.023,4.0,0.434
13,Wake Up in the Sky,Gucci Mane,5478377,1,January,2019,5525173.0,melodic rap,82.0,80.0,268434.0,I AM YOU,15.0,2018-08-03,0.145,0.759,0.73,3.06e-06,0.0,0.11,-7.985,0.0,0.0516,115.007,4.0,0.74
14,Look Back at It,A Boogie Wit da Hoodie,5434149,1,January,2019,31243997.0,dfw rap,94.0,81.0,149546.0,Hollywood's Bleeding,17.0,2019-09-06,0.136,0.829,0.539,1.78e-06,11.0,0.103,-7.359,0.0,0.208,99.96,4.0,0.388
15,SAD!,XXXTENTACION,4982709,1,January,2019,58177096.0,dance pop,97.0,85.0,178626.0,"thank u, next",12.0,2019-02-08,0.592,0.778,0.317,0.0,1.0,0.0881,-10.732,0.0,0.334,140.048,4.0,0.327
16,monster,21 Savage,4931234,1,January,2019,4794963.0,hip hop,82.0,80.0,180522.0,Championships,19.0,2018-11-30,0.259,0.889,0.496,0.0,4.0,0.252,-6.365,0.0,0.0905,86.003,4.0,0.544
17,imagine,Ariana Grande,4864118,1,January,2019,39685416.0,electropop,94.0,80.0,291796.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.952,0.421,0.131,0.00453,0.0,0.109,-18.435,1.0,0.0382,137.446,4.0,0.12
18,Happier,Marshmello,4858890,1,January,2019,39685416.0,electropop,94.0,74.0,156370.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.724,0.855,0.423,0.469,5.0,0.0896,-15.044,0.0,0.0585,120.02,4.0,0.572
19,Better Now,Post Malone,4779674,1,January,2019,4941456.0,boy band,81.0,81.0,181026.0,Happiness Begins,14.0,2019-06-07,0.0427,0.842,0.734,0.0,1.0,0.106,-5.065,0.0,0.0588,137.958,4.0,0.952
20,Money,Cardi B,4765903,1,January,2019,39685416.0,electropop,94.0,76.0,242652.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.935,0.319,0.0561,0.00384,0.0,0.388,-23.023,1.0,0.045,79.764,3.0,0.082
21,whoa (mind in awe),XXXTENTACION,4713227,1,January,2019,58177096.0,dance pop,97.0,78.0,190440.0,"thank u, next",12.0,2019-02-08,0.0421,0.726,0.554,0.0,5.0,0.106,-5.29,0.0,0.0917,169.999,4.0,0.335
22,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,4702309,1,January,2019,15936369.0,chicago rap,98.0,86.0,240050.0,Death Race For Love,22.0,2019-03-08,0.328,0.685,0.692,0.0,2.0,0.153,-5.122,1.0,0.0457,159.966,5.0,0.578
23,High Hopes,Panic! At The Disco,4426321,1,January,2019,39685416.0,electropop,94.0,72.0,173201.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.698,0.735,0.235,0.00604,3.0,0.107,-13.239,1.0,0.315,62.446,4.0,0.462
24,Better,Khalid,4408730,1,January,2019,5525173.0,melodic rap,82.0,72.0,230400.0,We All Shine,16.0,2019-01-18,0.457,0.661,0.44,0.0,2.0,0.128,-9.104,1.0,0.0803,149.937,4.0,0.352
25,Moonlight,XXXTENTACION,4264952,1,January,2019,818169.0,cali rap,81.0,76.0,192470.0,Perfect Ten,10.0,2019-06-28,0.174,0.682,0.559,0.0,0.0,0.344,-5.545,1.0,0.127,202.015,4.0,0.137
26,Saturday Nights,Khalid,4216493,1,January,2019,9194854.0,atl hip hop,89.0,77.0,288624.0,i am > i was,15.0,2018-12-21,0.0395,0.837,0.636,0.00125,1.0,0.342,-7.643,1.0,0.086,145.972,4.0,0.274
27,Nonstop,Drake,4190624,1,January,2019,6249232.0,atl hip hop,93.0,80.0,145542.0,Drip Harder,13.0,2018-10-05,0.0852,0.897,0.662,0.0,1.0,0.534,-6.903,0.0,0.292,112.511,4.0,0.389
28,Eastside (with Halsey & Khalid),benny blanco,4187034,1,January,2019,13426302.0,alternative r&b,92.0,74.0,197573.0,Free Spirit,17.0,2019-04-05,0.051,0.901,0.4,0.0,0.0,0.0599,-8.575,1.0,0.126,135.984,4.0,0.346
29,MIA (feat. Drake),Bad Bunny,4186577,1,January,2019,39685416.0,electropop,94.0,69.0,119409.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14.0,2019-03-29,0.837,0.153,0.138,0.55,6.0,0.254,-21.877,0.0,0.0503,74.318,3.0,0.0503
30,Armed And Dangerous,Juice WRLD,4118274,1,January,2019,3931704.0,miami hip hop,82.0,77.0,145626.0,STOKELEY,13.0,2018-11-30,0.111,0.935,0.552,0.0,10.0,0.0952,-9.373,0.0,0.335,99.993,4.0,0.615
31,when the partys over,Billie Eilish,4036893,1,January,2019,3482932.0,cali rap,78.0,70.0,129264.0,Famous Cryp,8.0,2018-12-18,0.18,0.906,0.382,0.0,10.0,0.113,-12.89,0.0,0.269,104.025,4.0,0.391
32,BAD!,XXXTENTACION,3949295,1,January,2019,15226630.0,rap,95.0,85.0,312820.0,ASTROWORLD,17.0,2018-08-03,0.00513,0.834,0.73,0.0,8.0,0.124,-3.714,1.0,0.222,155.008,4.0,0.446
33,I Like It,Cardi B,3821251,1,January,2019,58177096.0,dance pop,97.0,83.0,207320.0,"thank u, next",12.0,2019-02-08,0.229,0.717,0.653,0.0,1.0,0.101,-5.634,1.0,0.0658,106.966,4.0,0.412
34,Taste (feat. Offset),Tyga,3763211,1,January,2019,13910078.0,dance pop,90.0,81.0,201660.0,Without Me,1.0,2018-10-04,0.297,0.752,0.488,9.11e-06,6.0,0.0936,-7.05,1.0,0.0705,136.041,4.0,0.533
35,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,3654435,1,January,2019,5500251.0,melodic rap,88.0,74.0,179449.0,Hoodie SZN,20.0,2018-12-21,0.407,0.791,0.587,0.0,3.0,0.148,-5.075,0.0,0.0413,96.057,4.0,0.536
36,rockstar (feat. 21 Savage),Post Malone,3626742,1,January,2019,29460144.0,brostep,90.0,83.0,214289.0,Happier,1.0,2018-08-17,0.191,0.687,0.792,0.0,5.0,0.167,-2.749,1.0,0.0452,100.015,4.0,0.671
37,all my friends,21 Savage,3532035,1,January,2019,677563.0,chicago rap,69.0,73.0,120133.0,Wildboy,10.0,2019-05-31,0.234,0.74,0.488,0.0,1.0,0.241,-7.664,0.0,0.27,149.042,4.0,0.584
38,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,3476741,1,January,2019,13426302.0,alternative r&b,92.0,61.0,166101.0,My Bad,1.0,2019-03-07,0.543,0.645,0.568,0.266,5.0,0.257,-9.127,0.0,0.0823,84.999,4.0,0.391
39,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3474094,1,January,2019,29460144.0,brostep,90.0,75.0,156346.0,Here With Me,1.0,2019-03-08,0.0623,0.791,0.565,0.0,5.0,0.156,-3.933,0.0,0.0439,99.961,4.0,0.181
40,Gods Plan,Drake,3451680,1,January,2019,13426302.0,alternative r&b,92.0,75.0,229320.0,Suncity,7.0,2018-10-18,0.0765,0.596,0.552,0.334,0.0,0.104,-10.278,0.0,0.097,97.949,4.0,0.112
41,KIKA,6ix9ine,3433755,1,January,2019,39685416.0,electropop,94.0,87.0,200185.0,lovely (with Khalid),1.0,2018-04-19,0.934,0.351,0.296,0.0,4.0,0.095,-10.109,0.0,0.0333,115.284,4.0,0.12
42,Jocelyn Flores,XXXTENTACION,3359113,1,January,2019,15936369.0,chicago rap,98.0,87.0,239835.0,Goodbye & Good Riddance,17.0,2018-12-10,0.349,0.511,0.566,0.0,6.0,0.34,-7.23,0.0,0.2,83.903,4.0,0.218
43,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,3330607,1,January,2019,15483004.0,dance pop,89.0,80.0,171029.0,Dancing With A Stranger (with Normani),1.0,2019-01-11,0.45,0.741,0.52,1.97e-06,8.0,0.222,-7.513,1.0,0.0656,102.998,4.0,0.347
44,Yes Indeed,Lil Baby,3309492,1,January,2019,14543481.0,dance pop,90.0,73.0,200889.0,Please Me,1.0,2019-02-15,0.0642,0.747,0.57,0.0,1.0,0.0832,-6.711,1.0,0.081,133.992,4.0,0.65
45,Psycho (feat. Ty Dolla $ign),Post Malone,3285058,1,January,2019,4624229.0,melodic rap,81.0,74.0,181890.0,Shelby,14.0,2019-03-01,0.627,0.649,0.453,0.0,6.0,0.116,-7.28,1.0,0.085,99.183,4.0,0.431
46,YOSEMITE,Travis Scott,3277649,1,January,2019,720011.0,electropop,84.0,77.0,173799.0,Eastside (with Halsey & Khalid),1.0,2018-07-12,0.555,0.56,0.68,0.0,6.0,0.116,-7.648,0.0,0.321,89.391,4.0,0.319
47,FEFE,6ix9ine,3253813,1,January,2019,6701573.0,florida rap,84.0,78.0,228759.0,Dying to Live,16.0,2018-12-14,0.0521,0.861,0.603,0.0,8.0,0.0924,-5.788,0.0,0.176,98.043,4.0,0.504
48,lovely,Billie Eilish,3242891,1,January,2019,16219580.0,dance pop,90.0,84.0,215733.0,A Star Is Born Soundtrack,34.0,2018-10-05,0.371,0.572,0.385,0.0,7.0,0.231,-6.362,1.0,0.0308,95.799,4.0,0.323
49,Sweet but Psycho,Ava Max,3179798,1,January,2019,1049540.0,rap,71.0,77.0,183906.0,MUDBOY,14.0,2018-10-05,0.194,0.729,0.625,0.00986,4.0,0.248,-5.266,1.0,0.0315,146.034,4.0,0.261
50,I Fall Apart,Post Malone,3089010,1,January,2019,31243997.0,dfw rap,94.0,82.0,231266.0,beerbongs & bentleys,18.0,2018-04-27,0.331,0.68,0.578,0.0,10.0,0.135,-5.804,1.0,0.04,145.038,4.0,0.341
51,Fine China,Future,3028633,1,January,2019,2424791.0,electropop,81.0,83.0,169353.0,Narrated For You,12.0,2018-11-16,0.74,0.652,0.557,0.0,1.0,0.124,-5.714,0.0,0.0318,150.073,4.0,0.483
52,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,2944142,1,January,2019,58177096.0,dance pop,97.0,68.0,158586.0,MONOPOLY,1.0,2019-04-01,0.704,0.892,0.507,3.14e-05,0.0,0.109,-8.282,1.0,0.378,143.96,4.0,0.695
53,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2917754,1,January,2019,2498291.0,atl hip hop,79.0,66.0,177864.0,The World Is Yours 2,16.0,2019-03-22,0.00192,0.942,0.382,0.0,10.0,0.092,-8.099,1.0,0.564,100.017,4.0,0.379
54,idontwannabeyouanymore,Billie Eilish,2915107,1,January,2019,25418591.0,emo rap,94.0,85.0,166605.0,?,18.0,2018-03-16,0.258,0.74,0.613,0.00372,8.0,0.123,-4.88,1.0,0.145,75.023,4.0,0.473
55,Solo de Mi,Bad Bunny,2893867,1,January,2019,13426302.0,alternative r&b,92.0,72.0,210666.0,Suncity,7.0,2018-10-18,0.606,0.551,0.44,3.02e-05,10.0,0.11,-8.559,1.0,0.0985,167.923,4.0,0.341
56,Topanga,Trippie Redd,2880595,1,January,2019,3970840.0,electropop,86.0,78.0,162586.0,~how i'm feeling~,21.0,2020-03-06,0.176,0.599,0.733,0.0,11.0,0.242,-7.058,1.0,0.203,102.211,4.0,0.534
57,Space Cadet (feat. Gunna),Metro Boomin,2854781,1,January,2019,3705844.0,atl hip hop,83.0,73.0,204664.0,Wake Up in the Sky,1.0,2018-09-14,0.00381,0.8,0.578,0.0,4.0,0.359,-5.144,0.0,0.0485,143.01,4.0,0.367
58,Calling My Spirit,Kodak Black,2848432,1,January,2019,1955122.0,conscious hip hop,76.0,67.0,233277.0,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),1.0,2019-02-15,0.0825,0.671,0.833,0.0,5.0,0.0726,-5.152,0.0,0.395,79.351,4.0,0.702
59,In My Feelings,Drake,2838593,1,January,2019,15936369.0,chicago rap,98.0,76.0,208517.0,Death Race For Love,22.0,2019-03-08,0.426,0.623,0.608,0.0,1.0,0.105,-5.937,0.0,0.0434,84.98,4.0,0.263
60,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,2805639,1,January,2019,25418591.0,emo rap,94.0,84.0,135090.0,?,18.0,2018-03-16,0.556,0.921,0.537,0.00404,9.0,0.102,-5.723,0.0,0.0804,128.009,4.0,0.711
61,Splashin,Rich The Kid,2795581,1,January,2019,822070.0,melodic rap,70.0,71.0,195637.0,LOVE FOR GUALA,13.0,2019-11-22,0.107,0.792,0.743,0.0,7.0,0.183,-2.806,1.0,0.0851,150.024,4.0,0.742
62,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2792329,1,January,2019,39685416.0,electropop,94.0,78.0,203569.0,dont smile at me,9.0,2017-12-22,0.737,0.483,0.412,0.0,7.0,0.116,-8.461,1.0,0.0402,170.163,3.0,0.247
63,Fuck Love (feat. Trippie Redd),XXXTENTACION,2766487,1,January,2019,15936369.0,chicago rap,98.0,79.0,169999.0,Goodbye & Good Riddance,17.0,2018-12-10,0.186,0.736,0.67,0.0,10.0,0.114,-6.702,1.0,0.311,130.032,4.0,0.845
64,Youngblood,5 Seconds of Summer,2683170,1,January,2019,14543481.0,dance pop,90.0,77.0,183527.0,Money,1.0,2018-10-23,0.00534,0.95,0.59,0.0,8.0,0.11,-6.508,0.0,0.29,130.003,4.0,0.219
65,Beautiful (feat. Camila Cabello),Bazzi,2650947,1,January,2019,15936369.0,chicago rap,98.0,74.0,189977.0,Death Race For Love,22.0,2019-03-08,0.308,0.699,0.687,3.63e-05,7.0,0.121,-3.997,0.0,0.106,88.932,4.0,0.499
66,Look Alive (feat. Drake),BlocBoy JB,2648232,1,January,2019,4445315.0,contemporary country,85.0,78.0,193200.0,This One's for You Too (Deluxe Edition),17.0,2018-06-01,0.676,0.551,0.402,0.0,11.0,0.0928,-7.431,1.0,0.0262,103.313,4.0,0.382
67,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2629502,1,January,2019,10452465.0,baroque pop,84.0,82.0,190946.0,Pray for the Wicked,11.0,2018-06-22,0.193,0.579,0.904,0.0,5.0,0.064,-2.729,1.0,0.0618,82.014,4.0,0.681
68,All Girls Are The Same,Juice WRLD,2629494,1,January,2019,555068.0,contemporary country,79.0,75.0,197293.0,GIRL,16.0,2019-03-08,0.278,0.612,0.57,0.0,11.0,0.0963,-6.642,0.0,0.0347,77.002,4.0,0.334
69,No Stylist (feat. Drake),French Montana,2625237,1,January,2019,22152944.0,latin,92.0,0.0,193226.0,Pa' Mover El Bote Vol. 2,23.0,2021-02-19,0.11,0.737,0.86,1.94e-06,8.0,0.0574,-2.652,0.0,0.0594,93.989,4.0,0.656
70,10 Freaky Girls (with 21 Savage),Metro Boomin,2546724,1,January,2019,6249232.0,atl hip hop,93.0,71.0,154023.0,Street Gossip,13.0,2018-11-30,0.00127,0.964,0.487,6.57e-06,10.0,0.115,-6.071,0.0,0.421,127.05,4.0,0.107
71,Shallow,Lady Gaga,2507981,1,January,2019,1179157.0,dance pop,80.0,79.0,178480.0,Ivy To Roses (Mixtape),15.0,2019-01-18,0.296,0.674,0.881,3.01e-06,9.0,0.0793,-2.853,1.0,0.147,98.994,4.0,0.234
72,changes,XXXTENTACION,2497676,1,January,2019,2329501.0,hip hop,86.0,80.0,203266.0,NOT ALL HEROES WEAR CAPES (Deluxe),26.0,2018-11-06,0.368,0.901,0.464,1.71e-05,5.0,0.238,-9.789,0.0,0.0645,109.004,4.0,0.638
73,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2481905,1,January,2019,31243997.0,dfw rap,94.0,83.0,218146.0,beerbongs & bentleys,18.0,2018-04-27,0.124,0.585,0.52,7.01e-05,5.0,0.131,-6.136,0.0,0.0712,159.801,4.0,0.129
74,Girls Like You (feat. Cardi B),Maroon 5,2474842,1,January,2019,15936369.0,chicago rap,98.0,72.0,142025.0,Death Race For Love,22.0,2019-03-08,0.125,0.465,0.84,0.0,0.0,0.138,-4.35,1.0,0.0722,83.981,4.0,0.672
75,Noticed,Lil Mosey,2463977,1,January,2019,13426302.0,alternative r&b,92.0,54.0,229960.0,Free Spirit,17.0,2019-04-05,0.44,0.618,0.693,0.759,1.0,0.101,-7.889,0.0,0.333,143.98,4.0,0.439
76,Nice For What,Drake,2399211,1,January,2019,2984121.0,dance pop,86.0,81.0,187436.0,Heaven & Hell,16.0,2020-09-18,0.0684,0.72,0.706,0.0,1.0,0.166,-4.719,1.0,0.0473,133.002,4.0,0.62
77,breathin,Ariana Grande,2385001,1,January,2019,2367793.0,canadian hip hop,86.0,62.0,217775.0,Bad Habits (Deluxe),24.0,2019-03-26,0.384,0.768,0.574,1.65e-05,6.0,0.336,-6.104,0.0,0.136,74.949,4.0,0.278
78,Best Part (feat. Daniel Caesar),H.E.R.,2356639,1,January,2019,1925677.0,atl hip hop,83.0,0.0,241440.0,Sleep Rap,31.0,2021-02-19,0.481,0.936,0.56,0.0,7.0,0.129,-8.591,0.0,0.158,112.34,4.0,0.519
79,Lean Wit Me,Juice WRLD,2347078,1,January,2019,3500445.0,canadian hip hop,85.0,62.0,173926.0,LoVE me NOw (ReLoAdeD),17.0,2018-10-26,0.00202,0.966,0.563,0.0,8.0,0.105,-5.764,1.0,0.0618,104.991,4.0,0.363
80,Falling Down - Bonus Track,Lil Peep,2335124,1,January,2019,1484983.0,australian pop,79.0,80.0,196373.0,Be Alright,1.0,2018-06-29,0.697,0.553,0.586,0.0,11.0,0.0813,-6.319,1.0,0.0362,126.684,4.0,0.443
81,Ric Flair Drip (& Metro Boomin),Offset,2330389,1,January,2019,25418591.0,emo rap,94.0,86.0,119133.0,17,11.0,2017-08-25,0.469,0.872,0.391,4.13e-06,0.0,0.297,-9.144,0.0,0.242,134.021,4.0,0.437
82,cant leave without it,21 Savage,2320215,1,January,2019,31243997.0,dfw rap,94.0,66.0,170053.0,Wow. (Remix),1.0,2019-03-15,0.148,0.797,0.64,0.0,11.0,0.209,-6.272,0.0,0.194,100.002,4.0,0.486
83,no tears left to cry,Ariana Grande,2309497,1,January,2019,39685416.0,electropop,94.0,80.0,200379.0,dont smile at me,9.0,2017-12-22,0.816,0.511,0.363,0.0317,4.0,0.084,-7.65,0.0,0.041,144.892,4.0,0.169
84,Pure Cocaine,Lil Baby,2289127,1,January,2019,30176462.0,latin,100.0,77.0,210367.0,MIA (feat. Drake),1.0,2018-10-11,0.0141,0.817,0.539,0.000496,6.0,0.099,-6.349,0.0,0.0621,97.062,4.0,0.158
85,Project Dreams,Marshmello,2228074,1,January,2019,5500251.0,melodic rap,88.0,64.0,192779.0,Hoodie SZN,20.0,2018-12-21,0.0235,0.736,0.622,0.0,6.0,0.151,-4.653,0.0,0.133,191.971,4.0,0.506
86,XO Tour Llif3,Lil Uzi Vert,2222400,1,January,2019,3138072.0,chicago rap,89.0,80.0,166560.0,Die A Legend,14.0,2019-06-07,0.15,0.772,0.639,0.0,1.0,0.0698,-7.119,1.0,0.467,168.112,4.0,0.261
87,Bad Liar,Imagine Dragons,2204627,1,January,2019,1255557.0,pop,79.0,71.0,158332.0,Girl Code,13.0,2018-11-16,0.0167,0.938,0.638,0.0,8.0,0.111,-4.713,1.0,0.189,97.075,4.0,0.313
88,Love Lies (with Normani),Khalid,2203733,1,January,2019,52998758.0,canadian hip hop,98.0,77.0,238614.0,Scorpion,25.0,2018-06-29,0.0165,0.912,0.412,0.0126,7.0,0.104,-8.074,1.0,0.123,154.983,4.0,0.423
89,1400 / 999 Freestyle,Trippie Redd,2196744,1,January,2019,400382.0,dance pop,75.0,67.0,183428.0,you ruined new york city for me,5.0,2019-08-16,0.489,0.442,0.579,1.04e-06,5.0,0.126,-6.484,1.0,0.145,83.336,4.0,0.546
90,Congratulations,Post Malone,2194654,1,January,2019,32212322.0,classic rock,90.0,73.0,354320.0,A Night At The Opera (Deluxe Remastered Version),18.0,1975-11-21,0.288,0.392,0.402,0.0,0.0,0.243,-9.961,0.0,0.0536,143.883,4.0,0.228
91,I Love It (& Lil Pump),Kanye West,2189347,1,January,2019,6701573.0,florida rap,84.0,70.0,152000.0,Dying to Live,16.0,2018-12-14,0.0996,0.91,0.366,0.0,1.0,0.261,-9.954,1.0,0.0941,119.985,4.0,0.74
92,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2180695,1,January,2019,4140206.0,alternative r&b,87.0,83.0,209273.0,BALLADS 1,12.0,2018-10-26,0.544,0.515,0.479,0.00598,3.0,0.191,-7.458,1.0,0.0261,88.964,4.0,0.284
93,Bohemian Rhapsody - Remastered 2011,Queen,2149468,1,January,2019,31243997.0,dfw rap,94.0,81.0,223346.0,Stoney (Deluxe),18.0,2016-12-09,0.0689,0.556,0.538,0.0,8.0,0.196,-5.408,0.0,0.0382,143.95,4.0,0.291
94,God is a woman,Ariana Grande,2130295,1,January,2019,6120221.0,dance pop,87.0,76.0,232959.0,Taste (feat. Offset),1.0,2018-05-16,0.0236,0.884,0.559,0.0,0.0,0.101,-7.442,1.0,0.12,97.994,4.0,0.342
95,TIC TOC,6ix9ine,2127366,1,January,2019,31243997.0,dfw rap,94.0,78.0,221440.0,beerbongs & bentleys,18.0,2018-04-27,0.546,0.75,0.56,0.0,8.0,0.111,-8.094,1.0,0.105,140.06,4.0,0.459
96,MoshPit (feat. Juice WRLD),Kodak Black,2120008,1,January,2019,17428699.0,dance pop,86.0,74.0,226733.0,World War Joy,10.0,2019-12-06,0.0101,0.51,0.846,0.0,3.0,0.208,-4.595,1.0,0.0461,139.927,4.0,0.475
97,Everybody Dies In Their Nightmares,XXXTENTACION,2096437,1,January,2019,15936369.0,chicago rap,98.0,79.0,248431.0,Death Race For Love,22.0,2019-03-08,0.0758,0.745,0.561,0.0,0.0,0.133,-4.869,1.0,0.0807,77.557,4.0,0.449
98,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,2088954,1,January,2019,6249232.0,atl hip hop,93.0,77.0,142273.0,Harder Than Ever,17.0,2018-05-18,0.0355,0.963,0.346,0.0,5.0,0.108,-9.309,0.0,0.53,119.957,4.0,0.562
99,Speechless,Dan + Shay,2074579,1,January,2019,39685416.0,electropop,94.0,74.0,179172.0,Bellyache,1.0,2017-02-24,0.46,0.695,0.573,0.0734,4.0,0.482,-8.597,0.0,0.106,99.939,4.0,0.408
100,STARGAZING,Travis Scott,2063668,1,January,2019,3348755.0,melodic rap,84.0,77.0,165000.0,Northsbest (Extended),12.0,2018-10-19,0.462,0.699,0.558,0.0,11.0,0.116,-7.622,1.0,0.0603,79.992,4.0,0.493
101,Natural,Imagine Dragons,2040440,1,January,2019,15936369.0,chicago rap,98.0,86.0,165819.0,Goodbye & Good Riddance,17.0,2018-12-10,0.0769,0.671,0.529,0.000335,0.0,0.0856,-7.226,1.0,0.307,161.989,4.0,0.203
102,Lucky You (feat. Joyner Lucas),Eminem,2030829,1,January,2019,14543481.0,dance pop,90.0,80.0,253390.0,Invasion of Privacy,13.0,2018-04-06,0.099,0.816,0.726,0.0,5.0,0.372,-3.998,0.0,0.129,136.048,4.0,0.65
103,Ruin My Life,Zara Larsson,2030430,1,January,2019,58177096.0,dance pop,97.0,71.0,182000.0,"thank u, next",12.0,2019-02-08,0.451,0.747,0.458,0.0,6.0,0.252,-6.891,1.0,0.303,75.029,4.0,0.47
104,Be Alright,Dean Lewis,2015963,1,January,2019,1925677.0,atl hip hop,83.0,80.0,172800.0,Without Warning,10.0,2017-10-30,0.149,0.88,0.428,5.07e-05,9.0,0.114,-8.28,1.0,0.206,100.007,4.0,0.333
105,I Like Me Better,Lauv,2013500,1,January,2019,7139489.0,boy band,84.0,80.0,203417.0,Youngblood (Deluxe),16.0,2018-06-15,0.0169,0.596,0.854,0.0,7.0,0.124,-5.114,0.0,0.463,120.274,4.0,0.152
